asset,lambda,m,label,t,w
CMC200,1.8,0.1,high_lambda_low_m,29,0.13704576519018372
CMC200,1.8,0.1,high_lambda_low_m,30,0.13704075996278584
CMC200,1.8,0.1,high_lambda_low_m,31,0.13703577368476452
CMC200,1.8,0.1,high_lambda_low_m,32,0.13703079332624446
CMC200,1.8,0.1,high_lambda_low_m,33,0.13702580591516045
CMC200,1.8,0.1,high_lambda_low_m,34,0.13702079840689071
CMC200,1.8,0.1,high_lambda_low_m,35,0.13701575755184153
CMC200,1.8,0.1,high_lambda_low_m,36,0.1370106697569501
CMC200,1.8,0.1,high_lambda_low_m,37,0.13700552093661006
CMC200,1.8,0.1,high_lambda_low_m,38,0.13700029634770453
CMC200,1.8,0.1,high_lambda_low_m,39,0.13699498040217742
CMC200,1.8,0.1,high_lambda_low_m,40,0.1369895564487693
CMC200,1.8,0.1,high_lambda_low_m,41,0.13698400651302248
CMC200,1.8,0.1,high_lambda_low_m,42,0.1369783109811737
CMC200,1.8,0.1,high_lambda_low_m,43,0.13697244820876203
CMC200,1.8,0.1,high_lambda_low_m,44,0.13696639402812733
CMC200,1.8,0.1,high_lambda_low_m,45,0.13696012111963432
CMC200,1.8,0.1,high_lambda_low_m,46,0.13695359819799674
CMC200,1.8,0.1,high_lambda_low_m,47,0.13694678894509849
CMC200,1.8,0.1,high_lambda_low_m,48,0.1369396505899671
CMC200,1.8,0.1,high_lambda_low_m,49,0.13693213198749205
CMC200,1.8,0.1,high_lambda_low_m,50,0.13692417096640966
CMC200,1.8,0.1,high_lambda_low_m,51,0.136915690578725
CMC200,1.8,0.1,high_lambda_low_m,52,0.1369065936390423
CMC200,1.8,0.1,high_lambda_low_m,53,0.13689675449747873
CMC200,1.8,0.1,high_lambda_low_m,54,0.1368860061415904
CMC200,1.8,0.1,high_lambda_low_m,55,0.1368741190143476
CMC200,1.8,0.1,high_lambda_low_m,56,0.13686076426694546
CMC200,1.8,0.1,high_lambda_low_m,57,0.13684544570658785
CMC200,1.8,0.1,high_lambda_low_m,58,0.13682736350905017
CMC200,1.8,0.1,high_lambda_low_m,59,0.1368051130447697
CMC200,1.8,0.1,high_lambda_low_m,60,0.13677591465224775
CMC200,1.8,0.1,high_lambda_low_m,61,0.13673304231473618
CMC200,1.8,0.1,high_lambda_low_m,62,0.13665120023104693
CMC200,1.8,0.1,high_lambda_low_m,63,0.12253599430226517
CMC200,1.8,0.1,high_lambda_low_m,64,0.12253600292525162
CMC200,1.8,0.1,high_lambda_low_m,65,0.12253598020032613
CMC200,1.8,0.1,high_lambda_low_m,66,0.1205525185122526
CMC200,1.8,0.1,high_lambda_low_m,67,0.12055252312774316
CMC200,1.8,0.1,high_lambda_low_m,68,0.12055248604110845
CMC200,1.8,0.1,high_lambda_low_m,69,0.1181430519580599
CMC200,1.8,0.1,high_lambda_low_m,70,0.1181430519434182
CMC200,1.8,0.1,high_lambda_low_m,71,0.13482367249884988
CMC200,1.8,0.1,high_lambda_low_m,72,0.1348244452717043
CMC200,1.8,0.1,high_lambda_low_m,73,0.1348245305838679
CMC200,1.8,0.1,high_lambda_low_m,74,0.13482456047796312
CMC200,1.8,0.1,high_lambda_low_m,75,0.13482456856250383
CMC200,1.8,0.1,high_lambda_low_m,76,0.13482456036242987
CMC200,1.8,0.1,high_lambda_low_m,77,0.13482587759945677
CMC200,1.8,0.1,high_lambda_low_m,78,0.13482623984636757
CMC200,1.8,0.1,high_lambda_low_m,79,0.13482630113859356
CMC200,1.8,0.1,high_lambda_low_m,80,0.13482632202445755
CMC200,1.8,0.1,high_lambda_low_m,81,0.13482632411045806
CMC200,1.8,0.1,high_lambda_low_m,82,0.13482630903967927
CMC200,1.8,0.1,high_lambda_low_m,83,0.1348262880930402
CMC200,1.8,0.1,high_lambda_low_m,84,0.13482626011101528
CMC200,1.8,0.1,high_lambda_low_m,85,0.1348261808506026
CMC200,1.8,0.1,high_lambda_low_m,86,0.13482606942989142
CMC200,1.8,0.1,high_lambda_low_m,87,0.10400940089620674
CMC200,1.8,0.1,high_lambda_low_m,88,0.10400936402029184
CMC200,1.8,0.1,high_lambda_low_m,89,0.10400936878420865
CMC200,1.8,0.1,high_lambda_low_m,90,0.0996993250511643
CMC200,1.8,0.1,high_lambda_low_m,91,0.09969926225061433
CMC200,1.8,0.1,high_lambda_low_m,92,0.09969924983469704
CMC200,1.8,0.1,high_lambda_low_m,93,0.09969926224232444
CMC200,1.8,0.1,high_lambda_low_m,94,0.099699324998924
CMC200,1.8,0.1,high_lambda_low_m,95,0.12753334834196764
CMC200,1.8,0.1,high_lambda_low_m,96,0.1275334465949553
CMC200,1.8,0.1,high_lambda_low_m,97,0.127533459477951
CMC200,1.8,0.1,high_lambda_low_m,98,0.12776247716196784
CMC200,1.8,0.1,high_lambda_low_m,99,0.12776252517976222
CMC200,1.8,0.1,high_lambda_low_m,100,0.12776252598406448
CMC200,1.8,0.1,high_lambda_low_m,101,0.1277624841025414
CMC200,1.8,0.1,high_lambda_low_m,102,0.1130395444085473
CMC200,1.8,0.1,high_lambda_low_m,103,0.11303946097753198
CMC200,1.8,0.1,high_lambda_low_m,104,0.11303947111865834
CMC200,1.8,0.1,high_lambda_low_m,105,0.11665616217379234
CMC200,1.8,0.1,high_lambda_low_m,106,0.11665618505858223
CMC200,1.8,0.1,high_lambda_low_m,107,0.1166561621834624
CMC200,1.8,0.1,high_lambda_low_m,108,0.11228869095704193
CMC200,1.8,0.1,high_lambda_low_m,109,0.11228867918953048
CMC200,1.8,0.1,high_lambda_low_m,110,0.11228874696330976
CMC200,1.8,0.1,high_lambda_low_m,111,0.1122887351985327
CMC200,1.8,0.1,high_lambda_low_m,112,0.10595120614705521
CMC200,1.8,0.1,high_lambda_low_m,113,0.10595117695576155
CMC200,1.8,0.1,high_lambda_low_m,114,0.105951189822862
CMC200,1.8,0.1,high_lambda_low_m,115,0.10595101389037964
CMC200,1.8,0.1,high_lambda_low_m,116,0.1059510010055549
CMC200,1.8,0.1,high_lambda_low_m,117,0.10595103018114688
CMC200,1.8,0.1,high_lambda_low_m,118,0.12047422296084341
CMC200,1.8,0.1,high_lambda_low_m,119,0.12047426124050682
CMC200,1.8,0.1,high_lambda_low_m,120,0.12047425749078507
CMC200,1.8,0.1,high_lambda_low_m,121,0.12063081868277707
CMC200,1.8,0.1,high_lambda_low_m,122,0.12063085873724372
CMC200,1.8,0.1,high_lambda_low_m,123,0.12063085453788637
CMC200,1.8,0.1,high_lambda_low_m,124,0.13549120238415208
CMC200,1.8,0.1,high_lambda_low_m,125,0.13549287981153044
CMC200,1.8,0.1,high_lambda_low_m,126,0.13549298405562554
CMC200,1.8,0.1,high_lambda_low_m,127,0.13549302167912042
CMC200,1.8,0.1,high_lambda_low_m,128,0.13549303522261244
CMC200,1.8,0.1,high_lambda_low_m,129,0.1354930333165764
CMC200,1.8,0.1,high_lambda_low_m,130,0.13549301493523214
CMC200,1.8,0.1,high_lambda_low_m,131,0.13549321182653148
CMC200,1.8,0.1,high_lambda_low_m,132,0.13549335023373865
CMC200,1.8,0.1,high_lambda_low_m,133,0.1354934533297666
CMC200,1.8,0.1,high_lambda_low_m,134,0.13549353318686916
CMC200,1.8,0.1,high_lambda_low_m,135,0.1354935966922012
CMC200,1.8,0.1,high_lambda_low_m,136,0.135493620858433
CMC200,1.8,0.1,high_lambda_low_m,137,0.13549362661235137
CMC200,1.8,0.1,high_lambda_low_m,138,0.13549362926640787
CMC200,1.8,0.1,high_lambda_low_m,139,0.13549362888508817
CMC200,1.8,0.1,high_lambda_low_m,140,0.1354936124876414
CMC200,1.8,0.1,high_lambda_low_m,141,0.1354935691244206
CMC200,1.8,0.1,high_lambda_low_m,142,0.13549344414817185
CMC200,1.8,0.1,high_lambda_low_m,143,0.10131760504412551
CMC200,1.8,0.1,high_lambda_low_m,144,0.1013175539283788
CMC200,1.8,0.1,high_lambda_low_m,145,0.10131754828229106
CMC200,1.8,0.1,high_lambda_low_m,146,0.10131757345605158
CMC200,1.8,0.1,high_lambda_low_m,147,0.10131739687366847
CMC200,1.8,0.1,high_lambda_low_m,148,0.10131737167102527
CMC200,1.8,0.1,high_lambda_low_m,149,0.10131737730311041
CMC200,1.8,0.1,high_lambda_low_m,150,0.10131742840214535
CMC200,1.8,0.1,high_lambda_low_m,151,0.1246091964473556
CMC200,1.8,0.1,high_lambda_low_m,152,0.12460926040107538
CMC200,1.8,0.1,high_lambda_low_m,153,0.12460927331739104
CMC200,1.8,0.1,high_lambda_low_m,154,0.12460926125875689
CMC200,1.8,0.1,high_lambda_low_m,155,0.1247478837421578
CMC200,1.8,0.1,high_lambda_low_m,156,0.12474795614557058
CMC200,1.8,0.1,high_lambda_low_m,157,0.12474796906147524
CMC200,1.8,0.1,high_lambda_low_m,158,0.12474795621524147
CMC200,1.8,0.1,high_lambda_low_m,159,0.1345312650903783
CMC200,1.8,0.1,high_lambda_low_m,160,0.1345317364774695
CMC200,1.8,0.1,high_lambda_low_m,161,0.13453194833557464
CMC200,1.8,0.1,high_lambda_low_m,162,0.13453200159126708
CMC200,1.8,0.1,high_lambda_low_m,163,0.1345320198409711
CMC200,1.8,1.0,high_lambda_high_m,1,0.13807134909268629
CMC200,1.8,1.0,high_lambda_high_m,2,0.13789020819609835
CMC200,1.8,1.0,high_lambda_high_m,3,0.13779115159923983
CMC200,1.8,1.0,high_lambda_high_m,4,0.1377204864589647
CMC200,1.8,1.0,high_lambda_high_m,5,0.13766442031249612
CMC200,1.8,1.0,high_lambda_high_m,6,0.13761730797318072
CMC200,1.8,1.0,high_lambda_high_m,7,0.13757626966232211
CMC200,1.8,1.0,high_lambda_high_m,8,0.13753962983205323
CMC200,1.8,1.0,high_lambda_high_m,9,0.13750632373998345
CMC200,1.8,1.0,high_lambda_high_m,10,0.13747563041488509
CMC200,1.8,1.0,high_lambda_high_m,11,0.13744703758464802
CMC200,1.8,1.0,high_lambda_high_m,12,0.13742016719856492
CMC200,1.8,1.0,high_lambda_high_m,13,0.13739473154065462
CMC200,1.8,1.0,high_lambda_high_m,14,0.13737050596506334
CMC200,1.8,1.0,high_lambda_high_m,15,0.13734731121007693
CMC200,1.8,1.0,high_lambda_high_m,16,0.13732500150429044
CMC200,1.8,1.0,high_lambda_high_m,17,0.13730345631915244
CMC200,1.8,1.0,high_lambda_high_m,18,0.13728257449676035
CMC200,1.8,1.0,high_lambda_high_m,19,0.137262269970833
CMC200,1.8,1.0,high_lambda_high_m,20,0.1372424685836381
CMC200,1.8,1.0,high_lambda_high_m,21,0.1372231056735429
CMC200,1.8,1.0,high_lambda_high_m,22,0.13720412421484984
CMC200,1.8,1.0,high_lambda_high_m,23,0.13718547336001127
CMC200,1.8,1.0,high_lambda_high_m,24,0.13716710727914677
CMC200,1.8,1.0,high_lambda_high_m,25,0.13714898422177316
CMC200,1.8,1.0,high_lambda_high_m,26,0.13713106574608142
CMC200,1.8,1.0,high_lambda_high_m,27,0.1371133160752285
CMC200,1.8,1.0,high_lambda_high_m,28,0.13709570155000603
CMC200,1.8,1.0,high_lambda_high_m,29,0.13707819015423994
CMC200,1.8,1.0,high_lambda_high_m,30,0.13706075109422683
CMC200,1.8,1.0,high_lambda_high_m,31,0.13704335441699486
CMC200,1.8,1.0,high_lambda_high_m,32,0.1370259706545727
CMC200,1.8,1.0,high_lambda_high_m,33,0.13700857048299744
CMC200,1.8,1.0,high_lambda_high_m,34,0.13699112438565586
CMC200,1.8,1.0,high_lambda_high_m,35,0.1369736023107979
CMC200,1.8,1.0,high_lambda_high_m,36,0.13695597331273301
CMC200,1.8,1.0,high_lambda_high_m,37,0.13693820516526628
CMC200,1.8,1.0,high_lambda_high_m,38,0.13692026393427387
CMC200,1.8,1.0,high_lambda_high_m,39,0.13690211349379355
CMC200,1.8,1.0,high_lambda_high_m,40,0.13688371496634602
CMC200,1.8,1.0,high_lambda_high_m,41,0.13686502606302314
CMC200,1.8,1.0,high_lambda_high_m,42,0.13684600029157304
CMC200,1.8,1.0,high_lambda_high_m,43,0.1368265859903725
CMC200,1.8,1.0,high_lambda_high_m,44,0.1368067251314211
CMC200,1.8,1.0,high_lambda_high_m,45,0.13678635181414775
CMC200,1.8,1.0,high_lambda_high_m,46,0.1367653903404685
CMC200,1.8,1.0,high_lambda_high_m,47,0.13674375271460773
CMC200,1.8,1.0,high_lambda_high_m,48,0.13672133533946412
CMC200,1.8,1.0,high_lambda_high_m,49,0.1366980145689718
CMC200,1.8,1.0,high_lambda_high_m,50,0.13667364059514978
CMC200,1.8,1.0,high_lambda_high_m,51,0.13664802884848484
CMC200,1.8,1.0,high_lambda_high_m,52,0.13662094757421428
CMC200,1.8,1.0,high_lambda_high_m,53,0.13659209932216776
CMC200,1.8,1.0,high_lambda_high_m,54,0.13656109234853248
CMC200,1.8,1.0,high_lambda_high_m,55,0.1365273944649155
CMC200,1.8,1.0,high_lambda_high_m,56,0.13649025448238253
CMC200,1.8,1.0,high_lambda_high_m,57,0.13644855923397997
CMC200,1.8,1.0,high_lambda_high_m,58,0.13640054970673066
CMC200,1.8,1.0,high_lambda_high_m,59,0.13634318688670474
CMC200,1.8,1.0,high_lambda_high_m,60,0.13627047157587394
CMC200,1.8,1.0,high_lambda_high_m,61,0.13616759363165368
CMC200,1.8,1.0,high_lambda_high_m,62,0.13597608935825847
CMC200,1.8,1.0,high_lambda_high_m,63,0.13011785633390247
CMC200,1.8,1.0,high_lambda_high_m,64,0.13011766766509936
CMC200,1.8,1.0,high_lambda_high_m,65,0.1301174144765768
CMC200,1.8,1.0,high_lambda_high_m,66,0.13011690053505623
CMC200,1.8,1.0,high_lambda_high_m,67,0.13011677837870037
CMC200,1.8,1.0,high_lambda_high_m,68,0.13011663226375791
CMC200,1.8,1.0,high_lambda_high_m,69,0.13011645402545075
CMC200,1.8,1.0,high_lambda_high_m,70,0.13011637893798342
CMC200,1.8,1.0,high_lambda_high_m,71,0.13011633787537258
CMC200,1.8,1.0,high_lambda_high_m,72,0.13011629265214072
CMC200,1.8,1.0,high_lambda_high_m,73,0.13011623838039507
CMC200,1.8,1.0,high_lambda_high_m,74,0.13011617244912596
CMC200,1.8,1.0,high_lambda_high_m,75,0.1301160910057623
CMC200,1.8,1.0,high_lambda_high_m,76,0.13011598802961352
CMC200,1.8,1.0,high_lambda_high_m,77,0.13011592343211417
CMC200,1.8,1.0,high_lambda_high_m,78,0.13011585159667008
CMC200,1.8,1.0,high_lambda_high_m,79,0.1301157626549616
CMC200,1.8,1.0,high_lambda_high_m,80,0.1301156497273429
CMC200,1.8,1.0,high_lambda_high_m,81,0.13011550091723242
CMC200,1.8,1.0,high_lambda_high_m,82,0.13011529287939874
CMC200,1.8,1.0,high_lambda_high_m,83,0.1301150380225981
CMC200,1.8,1.0,high_lambda_high_m,84,0.13011471694656884
CMC200,1.8,1.0,high_lambda_high_m,85,0.1301140978503286
CMC200,1.8,1.0,high_lambda_high_m,86,0.13011309755051995
CMC200,1.8,1.0,high_lambda_high_m,87,0.12380536521950303
CMC200,1.8,1.0,high_lambda_high_m,88,0.12380513713821052
CMC200,1.8,1.0,high_lambda_high_m,89,0.12380503998697683
CMC200,1.8,1.0,high_lambda_high_m,90,0.12380491223987558
CMC200,1.8,1.0,high_lambda_high_m,91,0.12380484529383541
CMC200,1.8,1.0,high_lambda_high_m,92,0.12380480476167972
CMC200,1.8,1.0,high_lambda_high_m,93,0.12380477879461184
CMC200,1.8,1.0,high_lambda_high_m,94,0.12380476213161254
CMC200,1.8,1.0,high_lambda_high_m,95,0.12380475218303755
CMC200,1.8,1.0,high_lambda_high_m,96,0.1238047399606999
CMC200,1.8,1.0,high_lambda_high_m,97,0.1238047240431348
CMC200,1.8,1.0,high_lambda_high_m,98,0.12380471213086605
CMC200,1.8,1.0,high_lambda_high_m,99,0.12380469657967991
CMC200,1.8,1.0,high_lambda_high_m,100,0.12380467674730637
CMC200,1.8,1.0,high_lambda_high_m,101,0.12380465171207393
CMC200,1.8,1.0,high_lambda_high_m,102,0.12380462013607296
CMC200,1.8,1.0,high_lambda_high_m,103,0.12380459569224594
CMC200,1.8,1.0,high_lambda_high_m,104,0.12380458012324351
CMC200,1.8,1.0,high_lambda_high_m,105,0.12380457105329208
CMC200,1.8,1.0,high_lambda_high_m,106,0.12380455982195111
CMC200,1.8,1.0,high_lambda_high_m,107,0.12380454623990267
CMC200,1.8,1.0,high_lambda_high_m,108,0.12380453006422502
CMC200,1.8,1.0,high_lambda_high_m,109,0.12380452053229
CMC200,1.8,1.0,high_lambda_high_m,110,0.1238045164036706
CMC200,1.8,1.0,high_lambda_high_m,111,0.12380451042742084
CMC200,1.8,1.0,high_lambda_high_m,112,0.1238045025144951
CMC200,1.8,1.0,high_lambda_high_m,113,0.12380449980415528
CMC200,1.8,1.0,high_lambda_high_m,114,0.12380450198184233
CMC200,1.8,1.0,high_lambda_high_m,115,0.12380450241063537
CMC200,1.8,1.0,high_lambda_high_m,116,0.1238045078211063
CMC200,1.8,1.0,high_lambda_high_m,117,0.12380451885916406
CMC200,1.8,1.0,high_lambda_high_m,118,0.12380453701213985
CMC200,1.8,1.0,high_lambda_high_m,119,0.1238045523630589
CMC200,1.8,1.0,high_lambda_high_m,120,0.12380456520033217
CMC200,1.8,1.0,high_lambda_high_m,121,0.12380458578138046
CMC200,1.8,1.0,high_lambda_high_m,122,0.12380460326678175
CMC200,1.8,1.0,high_lambda_high_m,123,0.12380461800803977
CMC200,1.8,1.0,high_lambda_high_m,124,0.12380464123960135
CMC200,1.8,1.0,high_lambda_high_m,125,0.12380466102392246
CMC200,1.8,1.0,high_lambda_high_m,126,0.12380467654625234
CMC200,1.8,1.0,high_lambda_high_m,127,0.12380468844339108
CMC200,1.8,1.0,high_lambda_high_m,128,0.12380469715853591
CMC200,1.8,1.0,high_lambda_high_m,129,0.12380470299267435
CMC200,1.8,1.0,high_lambda_high_m,130,0.12380470613647886
CMC200,1.8,1.0,high_lambda_high_m,131,0.12380471222896226
CMC200,1.8,1.0,high_lambda_high_m,132,0.12380471643708527
CMC200,1.8,1.0,high_lambda_high_m,133,0.12380471882438142
CMC200,1.8,1.0,high_lambda_high_m,134,0.12380471942625543
CMC200,1.8,1.0,high_lambda_high_m,135,0.12380471825152298
CMC200,1.8,1.0,high_lambda_high_m,136,0.12380471446710486
CMC200,1.8,1.0,high_lambda_high_m,137,0.12380470795243638
CMC200,1.8,1.0,high_lambda_high_m,138,0.12380469943273442
CMC200,1.8,1.0,high_lambda_high_m,139,0.1238046887694583
CMC200,1.8,1.0,high_lambda_high_m,140,0.12380467466373367
CMC200,1.8,1.0,high_lambda_high_m,141,0.1238046565579413
CMC200,1.8,1.0,high_lambda_high_m,142,0.12380463365341259
CMC200,1.8,1.0,high_lambda_high_m,143,0.12380460479832807
CMC200,1.8,1.0,high_lambda_high_m,144,0.12380458622866232
CMC200,1.8,1.0,high_lambda_high_m,145,0.12380457486540376
CMC200,1.8,1.0,high_lambda_high_m,146,0.12380456917068465
CMC200,1.8,1.0,high_lambda_high_m,147,0.12380456154383385
CMC200,1.8,1.0,high_lambda_high_m,148,0.12380455907530344
CMC200,1.8,1.0,high_lambda_high_m,149,0.12380456148136558
CMC200,1.8,1.0,high_lambda_high_m,150,0.12380456903807303
CMC200,1.8,1.0,high_lambda_high_m,151,0.12380458268014301
CMC200,1.8,1.0,high_lambda_high_m,152,0.12380459396102013
CMC200,1.8,1.0,high_lambda_high_m,153,0.12380460307235144
CMC200,1.8,1.0,high_lambda_high_m,154,0.12380461016138344
CMC200,1.8,1.0,high_lambda_high_m,155,0.12380462321387886
CMC200,1.8,1.0,high_lambda_high_m,156,0.12380463394848477
CMC200,1.8,1.0,high_lambda_high_m,157,0.12380464254640827
CMC200,1.8,1.0,high_lambda_high_m,158,0.12380464914600986
CMC200,1.8,1.0,high_lambda_high_m,159,0.12380466158881792
CMC200,1.8,1.0,high_lambda_high_m,160,0.1238046717574465
CMC200,1.8,1.0,high_lambda_high_m,161,0.12380467982238967
CMC200,1.8,1.0,high_lambda_high_m,162,0.12380468505923363
CMC200,1.8,1.0,high_lambda_high_m,163,0.123804687637237
